age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38,Male,Married,Graduate,55200,Private,2,MNC,Own,0,4,2100,0,8300,11300,5700,No,0,673,351100,205300,Home Appliances,227000,32,Eligible,15290
32,Female,Married,Graduate,75800,Private,4,MNC,Own,0,4,0,0,10300,11400,5900,Yes,10500,710,440900,111100,Education,210000,36,Eligible,13195
32,Male,Single,Graduate,53100,Private,1,Mid-size,Rented,8200,1,0,0,3700,15100,5800,No,0,653,200100,83700,Home Appliances,286000,17,Not_Eligible,10150
48,Male,Married,Post Graduate,59300,Private,13,MNC,Own,0,3,7500,0,3700,11500,9200,Yes,10700,737,372900,221500,E-commerce Shopping,29000,23,Eligible,6429
38,Female,Married,Graduate,23800,Private,1,Mid-size,Rented,8200,4,11600,0,1300,5200,3800,Yes,7000,642,49000,11200,Vehicle,927000,31,Not_Eligible,500
38,Female,Married,Graduate,71300,Private,3,Large Indian,Own,0,5,0,0,3800,15100,5900,Yes,7300,666,503800,211700,Home Appliances,125000,30,Eligible,15092
38,Female,Married,Post Graduate,54200,Government,0,Large Indian,Own,0,4,0,9300,3500,10600,5200,No,0,674,41200,19800,E-commerce Shopping,25000,7,Eligible,10240
48,Female,Married,Graduate,29900,Private,1,Large Indian,Own,0,4,0,18200,2000,8100,1900,Yes,5400,704,230000,95400,Education,402000,11,Not_Eligible,500
32,Male,Married,Graduate,84200,Private,0,Startup,Own,0,3,0,0,7500,22700,14400,No,0,598,96500,38200,E-commerce Shopping,73000,20,Eligible,10137
32,Female,Married,Graduate,100500,Government,0,Large Indian,Own,0,5,0,22600,6400,21200,11700,Yes,18300,729,205600,116700,E-commerce Shopping,100000,12,Not_Eligible,7105
32,Male,Married,Post Graduate,70800,Private,5,MNC,Own,0,3,5600,0,4300,18400,5300,Yes,16200,646,84000,40800,E-commerce Shopping,48000,14,Eligible,4704
58,Female,Married,Graduate,46700,Self-employed,17,MNC,Own,0,4,7100,0,5100,10800,5600,No,0,695,34600,17300,E-commerce Shopping,198000,24,Not_Eligible,6516
48,Female,Married,Graduate,64600,Government,4,Small,Own,0,3,7200,6900,8300,15100,11700,No,0,683,485000,98200,Personal Loan,92000,30,Eligible,9317
38,Female,Married,High School,21900,Government,4,Large Indian,Own,0,3,3400,0,1200,4500,1200,No,0,704,36000,13700,Education,78000,47,Eligible,5104
48,Female,Married,High School,33800,Private,9,Large Indian,Own,0,5,13000,0,3000,6500,5600,No,0,850,133100,66600,Education,414000,22,Not_Eligible,3420
27,Female,Married,High School,45200,Self-employed,0,MNC,Own,0,3,14300,0,5900,8500,7700,Yes,9500,651,26300,8500,E-commerce Shopping,156000,13,Not_Eligible,500
27,Male,Single,High School,45700,Private,5,Startup,Rented,14200,2,6600,0,4600,10100,7000,Yes,6600,697,217200,103500,Personal Loan,471000,16,Not_Eligible,500
32,Male,Single,Post Graduate,90900,Private,3,Large Indian,Own,0,1,0,0,5700,16100,9900,Yes,19700,651,452300,90500,Education,384000,9,Not_Eligible,13825
38,Female,Married,Post Graduate,45700,Private,4,Mid-size,Rented,9300,3,0,0,6700,8200,5700,No,0,714,211700,92700,Vehicle,144000,83,Eligible,7900
48,Female,Married,Professional,36100,Private,8,Large Indian,Rented,12200,3,13200,0,4500,8600,4000,Yes,7000,691,67000,34300,Personal Loan,692000,46,Not_Eligible,500
48,Male,Married,Post Graduate,51300,Private,2,Mid-size,Rented,7800,3,6800,0,3900,15300,6400,Yes,13500,599,311200,109200,E-commerce Shopping,195000,15,Not_Eligible,500
48,Female,Married,Graduate,57700,Private,4,Mid-size,Rented,19400,4,11800,0,5000,10000,7900,No,0,726,355100,208200,Home Appliances,47000,29,Eligible,1980
58,Female,Married,Graduate,57900,Private,36,Mid-size,Own,0,3,0,0,5400,13000,10500,No,0,741,235200,73500,E-commerce Shopping,121000,19,Eligible,14500
38,Male,Married,Post Graduate,59900,Private,0,MNC,Rented,16700,3,0,0,7000,13200,3300,No,0,694,433300,197000,E-commerce Shopping,15000,17,Eligible,8668
27,Male,Single,Professional,92400,Private,0,Mid-size,Rented,14400,2,0,0,9000,23500,16900,No,0,660,504200,111100,E-commerce Shopping,54000,4,Not_Eligible,11440
38,Female,Married,Graduate,58600,Private,1,Large Indian,Own,0,2,0,0,4200,9900,5900,No,0,695,365700,92400,Personal Loan,320000,58,Eligible,21230
58,Male,Married,Graduate,73300,Government,1,Large Indian,Own,0,2,0,0,3900,21600,6200,No,0,714,317800,140100,E-commerce Shopping,83000,21,Eligible,20800
38,Male,Married,High School,16000,Government,3,Mid-size,Own,0,2,14600,0,1800,2700,2100,No,0,829,109500,45500,Vehicle,888000,70,Not_Eligible,500
27,Female,Single,Graduate,60500,Private,4,Startup,Rented,20200,3,0,12600,3900,16900,4200,Yes,15200,634,310800,82900,Personal Loan,671000,45,Not_Eligible,500
38,Female,Married,Graduate,80200,Private,12,Mid-size,Rented,15500,3,0,0,4400,17900,6300,No,0,759,474300,173500,E-commerce Shopping,103000,20,Eligible,21660
32,Male,Married,Post Graduate,84100,Self-employed,1,Mid-size,Own,0,3,9000,0,10800,18700,4800,No,0,693,178100,60500,Home Appliances,264000,21,Eligible,18360
58,Female,Married,Professional,51400,Self-employed,10,Mid-size,Own,0,3,0,0,5000,14600,6500,No,0,757,389100,123400,Education,96000,17,Eligible,15028
32,Male,Single,High School,70300,Private,2,Mid-size,Rented,11200,1,0,0,5700,20200,6800,Yes,20000,640,133300,27800,E-commerce Shopping,10000,16,Eligible,1433
32,Male,Married,Graduate,56400,Private,3,MNC,Rented,16000,4,0,7400,5300,10600,10800,No,0,754,214700,46000,Education,248000,42,Not_Eligible,3780
48,Female,Married,Post Graduate,52900,Private,2,MNC,Own,0,3,0,0,3100,9700,4600,Yes,6800,587,78900,24300,Vehicle,625000,78,Not_Eligible,6428
32,Male,Married,Graduate,81100,Private,0,Mid-size,Own,0,4,0,0,9100,22600,14500,No,0,793,538600,154000,E-commerce Shopping,66000,6,Eligible,18427
58,Male,Married,Graduate,56500,Private,16,Large Indian,Rented,14200,3,3300,0,6700,9800,9200,Yes,7600,740,28400,9100,Home Appliances,115000,10,Not_Eligible,1596
48,Male,Married,Professional,85100,Government,1,Startup,Own,0,3,3900,15300,10600,25500,13600,No,0,811,471800,227500,Home Appliances,125000,26,Eligible,9720
38,Male,Married,Professional,67200,Self-employed,1,Startup,Rented,15300,3,0,0,8700,13900,5500,No,0,697,264500,129800,Education,110000,38,Eligible,10710
38,Male,Married,Professional,82000,Private,7,Startup,Own,0,4,8600,21000,7700,19900,6800,No,0,748,330700,95500,E-commerce Shopping,22000,21,Eligible,9000
27,Female,Single,Post Graduate,123800,Private,0,MNC,Own,0,1,0,0,8900,24700,10600,Yes,18800,745,564000,183500,E-commerce Shopping,71000,5,Eligible,17024
27,Male,Single,Professional,81700,Private,0,Large Indian,Own,0,2,0,0,9100,13200,6200,No,0,648,152400,56900,E-commerce Shopping,53000,20,Eligible,13619
58,Male,Single,High School,65300,Private,7,Large Indian,Rented,15400,1,0,0,8400,17500,6200,Yes,6900,638,426900,129800,E-commerce Shopping,166000,20,Not_Eligible,3357
32,Male,Married,High School,55900,Private,1,Small,Own,0,3,14400,0,6000,13300,7600,Yes,10200,641,207900,117600,Home Appliances,38000,12,Not_Eligible,1232
27,Female,Married,Post Graduate,53100,Government,3,MNC,Rented,16200,4,7000,24800,4300,12700,9500,No,0,766,91700,18900,Personal Loan,494000,43,Not_Eligible,500
48,Female,Married,Graduate,56000,Private,9,MNC,Own,0,4,4400,0,7400,15100,6900,No,0,783,278000,62200,Personal Loan,253000,25,Eligible,13320
27,Male,Single,Graduate,99400,Private,0,Mid-size,Own,0,3,4900,0,5400,24600,16800,No,0,686,447300,169300,Home Appliances,222000,22,Eligible,19080
27,Male,Married,Graduate,38900,Private,1,Mid-size,Own,0,4,0,18900,3700,6900,6400,Yes,5100,641,104900,22300,Personal Loan,854000,56,Not_Eligible,500
27,Female,Single,Graduate,66300,Private,2,Mid-size,Own,0,2,12000,0,6900,13500,6100,No,0,760,245200,113800,Home Appliances,41000,15,Eligible,16680
27,Male,Single,High School,38200,Self-employed,5,Large Indian,Own,0,1,0,0,3500,10000,2300,No,0,613,87300,24300,Home Appliances,82000,31,Eligible,8064
48,Female,Single,Graduate,64300,Government,12,Startup,Rented,15100,2,0,21000,6900,16200,4200,Yes,6500,758,330300,89200,Education,361000,47,Not_Eligible,500
32,Female,Married,Graduate,65900,Private,9,MNC,Own,0,5,0,14900,9100,18900,4900,No,0,718,253500,143200,Home Appliances,148000,26,Eligible,9050
58,Female,Married,Graduate,42200,Self-employed,29,Mid-size,Own,0,5,0,0,3800,8700,5200,Yes,10800,607,186400,52400,E-commerce Shopping,19000,12,Eligible,3452
58,Female,Married,Graduate,24700,Private,3,MNC,Own,16472,2,0,0,2500,5000,1600,Yes,5200,0,183100,49900,Home Appliances,48000,15,Not_Eligible,3203
38,Male,Married,Professional,41000,Private,3,Mid-size,Rented,6400,3,0,0,5100,7000,5500,Yes,7600,672,229400,80600,Home Appliances,105000,35,Not_Eligible,3290
58,Male,Married,Post Graduate,65800,Self-employed,20,Mid-size,Rented,21200,3,0,0,4800,16300,7000,No,0,746,407000,182500,Home Appliances,224000,33,Eligible,8167
38,Male,Married,Graduate,42200,Government,8,Mid-size,Own,0,3,9500,0,3100,11400,6600,No,0,705,84600,36200,E-commerce Shopping,49000,14,Eligible,6380
32,Female,Married,Graduate,70200,Private,1,Large Indian,Rented,22800,3,0,0,5500,15300,9900,No,0,849,267700,107100,Home Appliances,147000,27,Eligible,10020
27,Male,Single,Graduate,34800,Private,0,Startup,Rented,12000,1,0,0,2200,9100,6900,Yes,4900,565,183600,98900,Education,374000,48,Not_Eligible,500
48,Male,Married,Graduate,77800,Private,1,MNC,Own,0,3,11800,0,6000,16200,15400,Yes,16900,724,500100,151200,Personal Loan,625000,29,Not_Eligible,4427
27,Male,Single,Graduate,44600,Government,0,Startup,Own,0,2,7400,8700,4500,12800,5800,No,0,765,187900,63800,Home Appliances,230000,26,Not_Eligible,3240
27,Female,Single,Graduate,34200,Self-employed,0,MNC,Own,0,2,5900,0,4600,8600,5700,No,0,669,133700,68600,E-commerce Shopping,58000,4,Not_Eligible,4230
38,Female,Married,Post Graduate,60400,Private,2,Large Indian,Own,0,4,0,0,8400,10400,6200,Yes,7800,634,389300,106600,E-commerce Shopping,43000,13,Eligible,8500
47,Male,Married,Post Graduate,27013,Private,6,MNC,Own,0,4,7300,24800,2000,4800,3900,No,0,716,76700,27800,Vehicle,321000,66,Not_Eligible,500
27,Male,Married,Graduate,37200,Private,4,MNC,Rented,6500,3,5400,0,1900,6000,6000,Yes,7600,676,270000,88300,E-commerce Shopping,143000,21,Not_Eligible,1463
58,Female,Married,Post Graduate,75000,Government,5,Large Indian,Own,0,2,0,0,3800,14600,13000,Yes,12000,638,491100,150800,E-commerce Shopping,14000,21,Eligible,10706
58,Female,Married,Post Graduate,89700,Private,17,Startup,Own,0,4,0,23000,7400,21600,10600,No,0,597,323700,72400,E-commerce Shopping,65000,19,Eligible,10840
32,Male,Single,Graduate,34400,Private,4,Mid-size,Own,0,3,0,0,2400,6300,5900,No,0,708,115900,42500,Personal Loan,985000,22,Not_Eligible,9900
27,Male,Married,Graduate,61600,Self-employed,0,Mid-size,Own,0,3,0,0,9000,16200,4000,No,0,773,176800,60300,Home Appliances,100000,20,Eligible,17496
32,Female,Single,High School,24400,Private,0,Mid-size,Own,0,2,9400,0,3100,6600,4400,No,0,647,192900,65400,E-commerce Shopping,146000,17,Not_Eligible,500
32,Male,Married,Graduate,39000,Private,1,Large Indian,Own,0,4,0,0,3800,9700,5700,No,0,713,162900,56400,Personal Loan,104000,30,Eligible,9900
38,Male,Married,High School,36000,Private,0,Mid-size,Rented,5900,2,0,14200,2800,6600,5700,No,0,690,22400,11000,Home Appliances,127000,7,Not_Eligible,500
38,Female,Married,Post Graduate,23400,Government,7,MNC,Rented,3600,4,0,21700,3500,5200,2000,Yes,2300,700,185400,45500,Education,60000,24,Not_Eligible,500
32,Female,Married,Professional,71300,Self-employed,2,Large Indian,Rented,19600,2,14000,0,6500,20600,7900,No,0,841,480800,118800,Home Appliances,59000,9,Not_Eligible,1603
58,Male,Single,Post Graduate,54700,Private,5,Startup,Own,0,2,0,0,4000,12200,2900,No,0,722,88400,24600,Personal Loan,248000,29,Eligible,14240
27,Male,Single,Professional,38800,Private,0,Large Indian,Rented,12000,2,3900,0,2400,6300,3600,Yes,8500,600,76700,36400,Personal Loan,334000,31,Not_Eligible,500
27,Male,Married,Graduate,95400,Private,1,Large Indian,Own,0,3,4000,0,8400,25800,12500,No,0,760,143900,31900,Home Appliances,118000,7,Eligible,21456
32,Male,Married,Graduate,71200,Government,7,MNC,Rented,14000,4,0,0,7500,15300,12100,No,0,850,504100,156100,Vehicle,623000,55,Eligible,16189
37,Male,Married,High School,32671,Government,8,Mid-size,Rented,10200,3,0,18100,2400,6600,1600,No,0,707,41500,18100,Education,400000,48,Not_Eligible,500
58,Male,Married,Graduate,42700,Self-employed,16,MNC,Rented,14900,3,3600,0,4800,9900,5600,No,0,685,69100,31400,E-commerce Shopping,169000,13,Not_Eligible,1404
48,Male,Married,Graduate,72400,Private,26,MNC,Rented,22700,5,5500,0,5700,17700,9500,No,0,722,133800,34800,Personal Loan,405000,12,Not_Eligible,4520
48,Male,Married,Professional,22500,Government,16,Large Indian,Own,0,4,11300,0,2400,3600,4300,No,0,778,105000,57400,E-commerce Shopping,178000,13,Not_Eligible,594
48,Male,Married,Professional,41200,Government,4,Large Indian,Own,0,4,7000,7600,4200,8800,4100,No,0,633,151300,50500,Education,237000,27,Not_Eligible,4180
32,Male,Single,Post Graduate,47300,Private,2,Mid-size,Own,0,1,0,0,4300,13000,6600,No,0,767,170900,47000,Personal Loan,337000,31,Eligible,14040
48,Male,Married,Graduate,23100,Government,13,MNC,Own,0,3,0,0,2500,6100,1200,Yes,4200,645,71500,18000,Education,149000,43,Not_Eligible,2802
38,Female,Married,High School,25300,Private,2,Small,Own,0,3,0,22600,1500,4800,3300,Yes,3000,666,37100,18200,Vehicle,807000,82,Not_Eligible,500
38,Female,Single,Graduate,41400,Private,1,Startup,Own,0,3,0,5200,3000,6300,3100,No,0,751,77200,21200,Vehicle,186000,50,Eligible,11424
58,Male,Married,Post Graduate,45500,Self-employed,8,Large Indian,Own,0,4,4700,0,3300,8800,2700,No,0,695,218200,66800,E-commerce Shopping,123000,16,Eligible,11700
32,Male,Single,Graduate,61300,Government,10,Startup,Own,0,2,0,0,5100,16600,11400,No,0,748,370800,192700,E-commerce Shopping,70000,4,Not_Eligible,17061
32,Female,Married,Graduate,39800,Private,0,MNC,Own,0,3,0,7700,2100,11200,2100,No,0,670,293400,147300,Personal Loan,537000,16,Not_Eligible,7348
32,Male,Single,Professional,115500,Private,8,Mid-size,Own,0,1,0,0,7200,23700,9400,No,0,686,455600,133400,E-commerce Shopping,135000,11,Eligible,37600
38,Male,Married,Post Graduate,23400,Private,1,Mid-size,Own,0,3,4000,16500,2300,6300,1700,Yes,5700,714,63300,16500,Personal Loan,960000,46,Not_Eligible,500
32,Male,Married,High School,30300,Private,6,Startup,Rented,7000,3,13200,0,2400,7400,4200,Yes,4400,635,238300,104100,Personal Loan,89000,59,Not_Eligible,500
32,Male,Married,Post Graduate,77000,Private,2,Small,Own,0,3,0,0,4600,15800,6400,Yes,22400,652,257500,154000,Vehicle,114000,76,Eligible,9730
32,Male,Single,Post Graduate,28900,Self-employed,3,Startup,Rented,8000,2,0,0,4300,7000,4700,No,0,618,153500,86200,Personal Loan,621000,37,Not_Eligible,1764
48,Female,Married,Graduate,41000,Private,5,Large Indian,Own,0,2,4400,8800,2100,6200,5200,No,0,750,248400,138400,Home Appliances,112000,25,Eligible,9438
38,Female,Married,High School,70800,Private,13,Small,Own,0,4,0,0,6800,19800,10800,No,0,701,162300,60400,E-commerce Shopping,102000,7,Eligible,16700
48,Male,Single,High School,42800,Private,4,Mid-size,Own,0,1,0,0,4500,8700,4400,Yes,11800,596,113800,41500,Home Appliances,238000,9,Not_Eligible,3752
38,Female,Married,Graduate,67500,Government,10,Mid-size,Rented,19400,3,10400,0,4700,17100,6400,No,0,850,101700,58500,Home Appliances,215000,36,Not_Eligible,5016
32,Female,Married,Post Graduate,31000,Private,0,Mid-size,Rented,7500,4,4900,0,2600,5300,2000,Yes,6500,683,59200,26300,E-commerce Shopping,182000,9,Not_Eligible,500
48,Female,Married,Post Graduate,80200,Government,3,Mid-size,Own,0,2,4300,20900,6000,16200,11600,No,0,804,534000,148300,E-commerce Shopping,39000,13,Eligible,15391
27,Female,Single,Graduate,30000,Private,0,MNC,Rented,7300,1,0,0,3900,8600,3600,No,0,739,84500,35800,Home Appliances,162000,15,Not_Eligible,2640
27,Male,Single,Professional,113400,Private,1,Mid-size,Own,0,1,0,0,7700,17900,17300,No,0,768,294400,152200,Personal Loan,304000,28,Eligible,42300
48,Female,Married,Post Graduate,63700,Private,9,Large Indian,Own,0,4,3000,0,7800,9900,4800,No,0,724,284800,109500,Vehicle,917000,28,Not_Eligible,19100
38,Male,Married,Graduate,98300,Private,2,Mid-size,Own,0,3,0,0,11100,14900,17700,No,0,720,261600,117500,Personal Loan,467000,36,Eligible,27300
32,Female,Single,Professional,93000,Self-employed,0,Mid-size,Own,0,2,0,0,11500,15700,8100,No,0,758,53200,11300,E-commerce Shopping,194000,14,Eligible,24926
38,Female,Married,Graduate,11271,Government,4,MNC,Own,0,4,0,0,4600,8400,8400,No,0,655,316300,151400,Home Appliances,26000,29,Eligible,16335
38,Female,Married,Post Graduate,31300,Private,12,Large Indian,Rented,6400,3,0,0,2600,4900,3800,No,0,760,218900,65100,Personal Loan,729000,12,Not_Eligible,8976
38,Male,Married,Graduate,58800,Government,14,Startup,Own,0,2,13600,0,6000,14900,8200,No,0,781,177300,69300,E-commerce Shopping,139000,24,Eligible,10626
58,Male,Married,Graduate,49200,Government,8,Mid-size,Rented,12800,3,3400,0,4100,11300,8600,No,0,746,215200,61100,Education,200000,41,Not_Eligible,4950
32,Male,Single,Post Graduate,72200,Private,0,Large Indian,Rented,17600,2,0,0,8300,12300,3700,No,0,665,234100,111700,Personal Loan,471000,19,Not_Eligible,12120
32,Female,Single,Graduate,29400,Government,3,Large Indian,Rented,5800,3,5900,10300,2200,6200,5800,Yes,7200,774,98700,34100,Personal Loan,960000,14,Not_Eligible,500
38,Female,Married,High School,26500,Private,1,Mid-size,Own,0,5,8100,0,1800,6700,2500,Yes,3900,671,44900,21900,E-commerce Shopping,196000,5,Not_Eligible,980
48,Male,Single,Graduate,32600,Private,0,Large Indian,Rented,6200,1,0,0,4500,6400,3900,Yes,6000,561,44100,10500,E-commerce Shopping,168000,20,Not_Eligible,1003
58,Female,Married,Graduate,53900,Government,5,MNC,Rented,11000,5,3600,0,6700,11000,3400,Yes,7200,821,400600,136800,Education,204000,47,Not_Eligible,5590
38,Male,Married,Graduate,77100,Private,11,MNC,Own,0,2,0,0,9800,12400,7000,No,0,664,158100,50800,Education,167000,12,Eligible,23950
48,Female,Married,High School,30900,Private,6,MNC,Own,0,4,0,0,2900,6300,5700,No,0,660,63500,22000,Education,137000,28,Eligible,8000
27,Female,Single,Post Graduate,48000,Private,0,MNC,Own,0,2,2700,0,6700,11900,8800,No,0,664,309300,124400,E-commerce Shopping,120000,9,Not_Eligible,7876
27,Male,Single,Graduate,87400,Private,4,MNC,Own,0,1,0,0,12100,13900,8200,No,0,761,387500,206100,E-commerce Shopping,35000,11,Eligible,31920
48,Female,Married,Graduate,64900,Private,4,Startup,Own,0,4,6600,0,3500,10100,5900,No,0,615,137800,76400,E-commerce Shopping,146000,20,Eligible,15520
48,Male,Married,Graduate,49500,Private,17,MNC,Rented,9600,4,5000,0,7200,11300,9200,No,0,780,189000,41200,Education,406000,15,Not_Eligible,4320
48,Male,Married,Graduate,55100,Government,5,Large Indian,Own,0,4,9600,0,3900,10200,8500,No,0,764,116300,64000,Vehicle,408000,67,Eligible,15114
48,Male,Married,Graduate,49500,Self-employed,14,Mid-size,Rented,13400,3,7900,0,4300,14800,9300,Yes,8500,688,105600,35000,Personal Loan,259000,52,Not_Eligible,500
32,Male,Married,Professional,53000,Private,3,Small,Own,0,3,0,0,5900,11300,2800,No,0,642,370400,91300,Vehicle,660000,65,Eligible,14520
27,Male,Single,Graduate,15000,Private,0,MNC,Own,0,3,14500,5000,1500,2400,1700,No,0,637,64400,35400,Vehicle,605000,69,Not_Eligible,500
38,Male,Married,Graduate,68700,Government,16,Large Indian,Rented,20600,4,0,0,7100,11500,4800,No,0,763,124200,25300,Education,281000,29,Eligible,13041
38,Female,Married,Post Graduate,64200,Government,1,Large Indian,Own,0,4,10100,10700,4200,14300,9200,No,0,0,64300,20900,Education,130000,10,Not_Eligible,7536
32,Male,Married,High School,39400,Private,3,Large Indian,Own,0,3,3800,0,3400,10200,7800,No,0,678,104500,58600,E-commerce Shopping,45000,24,Eligible,7100
32,Male,Single,Graduate,51200,Private,10,Startup,Rented,9900,2,14900,0,2700,9200,6800,No,0,724,172800,57000,Education,289000,45,Not_Eligible,3850
48,Male,Married,Graduate,52200,Private,7,MNC,Rented,8600,3,0,0,4600,11900,8500,No,0,631,391700,167600,Education,442000,14,Not_Eligible,8184
32,Female,Married,Graduate,46900,Private,0,Startup,Own,0,2,4400,14200,3700,9400,4100,No,0,782,289300,171900,Home Appliances,96000,23,Eligible,5860
38,Male,Married,Graduate,57100,Private,2,Small,Rented,17900,3,4300,0,3000,16600,4400,No,0,747,372000,183900,Personal Loan,83000,22,Eligible,5995
32,Male,Married,Graduate,57700,Private,1,Small,Own,0,3,0,0,5400,16000,10600,No,0,652,31500,7800,Vehicle,738000,33,Not_Eligible,10280
58,Male,Single,Post Graduate,9220,Private,16,Startup,Rented,7800,1,0,0,1400,8000,2600,No,0,687,145500,68700,E-commerce Shopping,166000,4,Not_Eligible,3650
32,Male,Married,Professional,41300,Government,1,Large Indian,Own,0,3,0,0,6100,8100,3900,Yes,10200,720,104700,51500,Personal Loan,172000,51,Not_Eligible,4550
27,Male,Married,Graduate,84700,Private,0,Large Indian,Rented,19100,3,0,0,11100,12800,8600,Yes,20700,642,358800,186600,Personal Loan,360000,19,Not_Eligible,2777
27,Male,Married,Professional,46200,Government,5,MNC,Rented,9800,4,0,18800,6700,13800,8100,Yes,7600,751,81100,32500,Vehicle,404000,67,Not_Eligible,500
48,Female,Married,Graduate,45200,Private,3,MNC,Own,0,3,2700,0,4600,11600,5900,Yes,11900,658,257100,63000,Home Appliances,99000,20,Not_Eligible,2975
48,Female,Married,High School,71700,Government,1,Small,Rented,12100,3,10400,0,7600,16800,8400,No,0,791,196900,64000,Personal Loan,66000,44,Eligible,9840
38,Male,Married,High School,48500,Private,2,Large Indian,Own,0,4,10200,0,3500,12300,4400,No,0,836,87800,49900,Home Appliances,57000,7,Eligible,8688
48,Female,Married,Post Graduate,61700,Private,14,MNC,Own,0,2,6700,10000,8100,17000,6400,No,0,825,208700,74900,Education,61000,46,Eligible,8100
32,Female,Married,High School,14400,Private,2,Large Indian,Rented,4900,4,7900,0,800,2300,700,Yes,3900,670,107400,55800,Education,161000,14,Not_Eligible,500
38,Male,Married,Post Graduate,53300,Private,2,Mid-size,Own,0,4,3300,0,3200,12400,6100,Yes,5400,662,223500,53900,E-commerce Shopping,127000,22,Eligible,8015
27,Female,Single,Graduate,34000,Government,0,Large Indian,Own,0,2,3100,15200,4400,8800,3600,No,0,734,171400,78400,E-commerce Shopping,158000,3,Not_Eligible,500
27,Female,Single,Professional,40600,Private,0,Startup,Rented,9600,2,13400,0,5600,10800,7800,No,0,695,181800,60400,Education,191000,21,Not_Eligible,500
32,Female,Married,Graduate,23500,Private,0,Startup,Own,0,3,0,0,1400,5300,3500,No,0,730,170700,93900,E-commerce Shopping,16000,21,Eligible,5852
32,Male,Married,Post Graduate,58900,Private,7,MNC,Own,0,2,0,0,3300,10800,4700,No,0,767,44100,20200,Home Appliances,59000,27,Eligible,19248
58,Male,Married,Graduate,55500,Private,11,Large Indian,Rented,12900,3,0,0,7200,14600,5500,No,0,781,370500,195600,Home Appliances,74000,17,Eligible,10098
38,Female,Married,Graduate,25900,Government,12,Small,Own,0,4,8400,0,2900,4800,2100,No,0,756,188800,44700,Home Appliances,79000,28,Eligible,5590
48,Male,Married,Professional,37300,Private,1,Large Indian,Rented,8400,3,0,21200,3700,7400,2100,No,0,634,284700,81300,Vehicle,551000,12,Not_Eligible,500
38,Female,Married,Graduate,59500,Government,3,Large Indian,Own,0,3,11000,0,3100,16100,5800,No,0,669,469600,184800,Vehicle,324000,27,Eligible,14217
27,Male,Single,High School,34900,Private,1,Large Indian,Own,0,1,0,0,3400,5800,1800,No,0,715,72100,39600,Education,345000,21,Not_Eligible,11950
38,Male,Married,Post Graduate,47800,Private,2,Startup,Rented,10700,2,8000,0,2800,10900,6700,No,0,653,346000,140400,Personal Loan,532000,52,Not_Eligible,4785
32,Male,Single,Post Graduate,70600,Private,3,Mid-size,Own,0,2,9500,0,4700,16000,7900,No,0,727,497300,228100,E-commerce Shopping,26000,15,Eligible,17875
48,Male,Married,Professional,61000,Private,15,MNC,Rented,11200,4,0,12700,6500,14300,10400,Yes,6200,654,453700,104600,E-commerce Shopping,107000,6,Not_Eligible,500
38,Female,Married,Post Graduate,59000,Private,9,Large Indian,Own,0,4,0,0,8000,10800,8800,No,0,645,271400,95600,Personal Loan,808000,30,Not_Eligible,12560
58,Female,Married,Post Graduate,49800,Private,2,Mid-size,Rented,12500,4,0,0,2900,12200,3500,No,0,714,84500,29700,Personal Loan,240000,53,Eligible,7480
38,Female,Married,Graduate,72600,Private,4,Startup,Own,0,3,0,0,10700,15100,3700,No,0,758,205800,70500,Education,208000,18,Eligible,25860
32,Female,Married,Post Graduate,83100,Private,1,Small,Rented,15100,4,0,0,9000,13300,7100,No,0,813,450600,232300,Education,273000,34,Eligible,23160
48,Male,Married,Graduate,72600,Private,26,Large Indian,Rented,20400,4,0,0,10600,20100,4100,No,0,633,406100,155200,Home Appliances,98000,31,Eligible,6960
32,Male,Single,Post Graduate,34800,Private,1,Startup,Own,0,2,13700,0,3800,8100,5500,No,0,598,164800,52400,Vehicle,321000,62,Not_Eligible,1480
38,Female,Married,Graduate,93100,Private,2,Large Indian,Own,0,4,14200,0,10700,20400,7700,No,0,711,424300,171100,E-commerce Shopping,159000,10,Eligible,20050
38,Male,Married,Graduate,56300,Private,16,Mid-size,Own,0,4,3600,0,7100,14000,5100,No,0,794,447500,175400,Home Appliances,91000,20,Eligible,17490
27,Female,Single,Post Graduate,48300,Private,1,MNC,Own,0,1,0,0,4500,10300,3200,Yes,5300,583,69700,29600,E-commerce Shopping,154000,23,Not_Eligible,5600
38,Male,Married,Graduate,53800,Private,16,Mid-size,Own,0,2,2300,16800,7300,9400,7000,No,0,770,236100,63800,Vehicle,958000,59,Not_Eligible,6600
38,Female,Married,Professional,77500,Private,10,Startup,Own,0,3,5600,0,5000,13800,14500,No,0,688,41800,22800,E-commerce Shopping,188000,21,Eligible,15440
48,Female,Married,Graduate,75200,Government,3,Large Indian,Own,0,3,2300,0,10700,20700,11800,No,0,769,523900,146100,E-commerce Shopping,85000,14,Eligible,21562
48,Male,Single,Post Graduate,123700,Private,26,Startup,Own,0,1,0,0,10900,25000,22200,No,0,775,302200,113100,Education,267000,13,Eligible,39360
