age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
32,Male,Married,Graduate,47200,Private,7,Large Indian,Rented,9900,2,0,0,4300,8700,4500.0,Yes,6100,662,106300,22500,Personal Loan,152000,59,Eligible,4795
38,Male,Married,Graduate,96800,Private,2,Startup,Rented,24100,3,0,0,6000,20100,9800.0,No,0,689,432100,163900,Vehicle,665000,77,Eligible,18400
48,Female,Married,Post Graduate,52000,Private,1,Large Indian,Rented,9800,3,0,0,7000,8100,6000.0,No,0,698,400800,90200,Home Appliances,164000,17,Eligible,11605
27,Female,Single,Graduate,52400,Private,0,Startup,Own,0,3,13300,0,6300,12000,6200.0,No,0,704,207900,56700,E-commerce Shopping,49000,11,Eligible,5840
27,Male,Single,High School,74700,Government,4,MNC,Own,0,1,0,0,5300,20700,11300.0,Yes,18500,643,504800,178600,E-commerce Shopping,13000,24,Eligible,6403
27,Male,Single,Graduate,69700,Self-employed,1,Startup,Own,0,2,8100,0,7500,13900,5400.0,Yes,9700,710,384100,183000,Education,140000,41,Eligible,7906
32,Female,Married,Post Graduate,55300,Private,3,MNC,Own,0,3,6300,0,6400,13100,2800.0,Yes,5600,698,211200,63800,Education,107000,33,Eligible,7385
32,Female,Married,Professional,77800,Private,5,Startup,Rented,13600,3,14000,0,9400,17400,4600.0,No,0,689,102700,59000,Home Appliances,94000,32,Eligible,7520
38,Female,Married,Graduate,55800,Private,1,Startup,Own,0,4,10400,0,5000,14400,4000.0,No,0,670,140200,59900,Education,286000,44,Eligible,11000
32,Male,Married,Post Graduate,46400,Private,2,MNC,Rented,10200,3,4300,0,5300,13700,4500.0,No,0,668,214700,71400,E-commerce Shopping,55000,19,Eligible,4200
38,Male,Married,Graduate,98200,Private,16,Small,Own,0,2,11800,8700,7200,19100,14700.0,Yes,16100,732,462300,177000,E-commerce Shopping,84000,17,Eligible,7210
27,Male,Married,Graduate,30200,Private,1,Mid-size,Own,0,4,5000,0,2300,6100,3600.0,No,0,721,96700,28200,Home Appliances,126000,25,Eligible,6600
38,Female,Single,Graduate,42000,Private,3,Startup,Own,0,3,0,0,3000,12500,5700.0,No,0,653,254700,79900,Home Appliances,228000,29,Eligible,11440
38,Male,Married,Graduate,47900,Private,7,Startup,Own,0,3,0,0,6800,7900,7600.0,No,0,698,69300,17100,Home Appliances,68000,18,Eligible,10240
38,Female,Married,Graduate,31900,Private,7,MNC,Own,0,3,6700,0,2300,9000,2600.0,No,0,685,199100,93300,Education,130000,40,Eligible,6215
32,Female,Married,Graduate,35500,Private,3,Large Indian,Rented,8200,3,7600,0,2100,5800,3600.0,No,0,731,175000,50300,Personal Loan,70000,46,Eligible,4100
32,Male,Married,Post Graduate,110700,Private,6,Startup,Own,0,3,0,0,10300,28700,13000.0,No,0,721,132200,53600,Home Appliances,293000,25,Eligible,23480
38,Female,Married,High School,79400,Private,0,Large Indian,Own,0,3,3400,0,9300,14500,6600.0,No,0,674,394000,228500,Home Appliances,170000,27,Eligible,18240
58,Male,Married,Graduate,40800,Private,6,Large Indian,Rented,10100,3,4600,0,2800,11900,3900.0,No,0,613,213500,111300,Personal Loan,62000,31,Eligible,3000
27,Male,Single,Professional,192900,Government,0,Mid-size,Own,0,2,7200,0,16900,44400,31000.0,Yes,47700,748,1401200,393000,Education,95000,48,Eligible,17594
32,Female,Married,High School,38600,Private,2,MNC,Own,0,5,0,0,2500,5900,7200.0,No,0,642,96200,31400,Education,301000,43,Eligible,9200
58,Male,Married,Professional,123000,Private,16,MNC,Own,0,3,6700,20800,17800,25600,6200.0,No,0,676,339000,138400,Education,53000,29,Eligible,22950
27,Female,Single,Professional,92700,Private,0,Large Indian,Rented,22500,1,0,0,11300,19400,15100.0,No,0,698,724800,401700,Education,82000,28,Eligible,10736
32,Female,Married,Graduate,66400,Government,1,Startup,Own,0,4,0,0,8400,18000,4500.0,No,0,713,310600,126800,Personal Loan,436000,38,Eligible,17750
32,Female,Married,Graduate,80500,Private,0,Large Indian,Own,0,2,8600,0,5300,15900,8100.0,No,0,722,121100,28100,Education,319000,32,Eligible,13632
38,Male,Married,Professional,32500,Private,3,Startup,Own,0,3,0,0,4400,5100,1900.0,No,0,717,220700,127800,E-commerce Shopping,116000,11,Eligible,11605
38,Male,Single,Graduate,18000,Private,5,Large Indian,Own,0,1,0,0,1800,4200,2700.0,No,0,738,67500,21600,Home Appliances,20000,25,Eligible,4650
32,Female,Married,Graduate,103800,Private,3,Large Indian,Rented,21200,2,0,24200,7500,23800,10000.0,No,0,720,74500,38700,Vehicle,303000,84,Eligible,6840
32,Male,Married,Post Graduate,54500,Private,2,Mid-size,Own,0,3,0,0,5900,9500,8100.0,Yes,12400,517,189800,63600,E-commerce Shopping,41000,16,Eligible,3255
32,Female,Married,Graduate,85900,Private,4,Large Indian,Own,0,3,0,10100,10800,18700,4600.0,No,0,678,500000,209000,E-commerce Shopping,61000,19,Eligible,20850
48,Female,Married,Post Graduate,38500,Self-employed,8,Mid-size,Own,0,4,0,0,4700,8100,4600.0,No,0,733,271100,77400,Vehicle,477000,83,Eligible,10444
48,Male,Single,Professional,149800,Private,1,MNC,Own,0,1,0,0,8700,37700,18800.0,No,0,742,347600,186700,E-commerce Shopping,60000,22,Eligible,42300
27,Male,Single,Graduate,97200,Private,1,Mid-size,Own,0,2,0,9000,11400,25200,10700.0,No,0,665,774000,456300,E-commerce Shopping,144000,12,Eligible,22495
48,Male,Single,High School,78200,Government,12,MNC,Own,0,1,0,0,6700,14100,7000.0,No,0,706,50800,28300,Personal Loan,553000,57,Eligible,22176
27,Female,Single,Professional,59800,Private,0,Mid-size,Own,0,1,0,0,3800,17000,7200.0,Yes,15800,671,235800,99900,E-commerce Shopping,28000,19,Eligible,4480
58,Female,Married,Professional,57300,Private,17,Large Indian,Own,0,4,0,0,6800,13700,4900.0,No,0,667,37200,13400,E-commerce Shopping,101000,15,Eligible,12760
27,Male,Single,Graduate,78600,Private,1,Large Indian,Own,0,2,10200,0,9200,22300,7400.0,Yes,18200,668,256100,95400,Home Appliances,23000,13,Eligible,3955
58,Male,Married,Graduate,74500,Private,0,MNC,Own,0,2,3100,0,11200,21200,7900.0,No,0,511,135500,76700,E-commerce Shopping,32000,14,Eligible,4976
32,Female,Married,Post Graduate,30300,Private,2,Large Indian,Own,0,4,0,0,3100,5700,1600.0,No,0,573,141200,60000,E-commerce Shopping,16000,16,Eligible,7960
27,Female,Single,Professional,90300,Government,1,Small,Own,0,1,0,0,10900,20100,11700.0,No,0,739,340700,139400,Personal Loan,375000,35,Eligible,23800
48,Male,Married,Post Graduate,104700,Private,9,MNC,Rented,36300,2,0,0,15400,16100,16700.0,Yes,12600,648,676600,209700,E-commerce Shopping,15000,13,Eligible,2340
48,Male,Married,Professional,108100,Government,3,Mid-size,Own,0,2,0,0,11600,21500,12700.0,Yes,11200,687,447900,143600,Education,195000,32,Eligible,19673
32,Male,Single,Post Graduate,139800,Private,0,Startup,Own,0,1,0,0,12000,31500,20700.0,Yes,32900,644,1104500,596800,Home Appliances,234000,34,Eligible,10521
38,Female,Married,Graduate,58500,Private,4,Large Indian,Own,0,2,0,7100,3400,9400,6600.0,No,0,678,70900,32800,Vehicle,174000,47,Eligible,12800
38,Male,Married,Graduate,63900,Private,4,Mid-size,Own,0,5,3200,0,7400,15900,11000.0,No,0,633,217100,125800,E-commerce Shopping,83000,23,Eligible,10560
32,Female,Single,Professional,71200,Government,5,Mid-size,Rented,14200,1,0,0,5700,21000,11000.0,No,0,735,392500,105300,Education,149000,34,Eligible,10615
48,Male,Married,High School,49000,Private,3,MNC,Own,0,3,0,0,3600,13900,9200.0,No,0,633,190200,109600,Vehicle,254000,47,Eligible,8920
32,Male,Married,Graduate,55100,Self-employed,0,Mid-size,Own,0,3,5100,5900,2800,15200,4100.0,No,0,667,219700,80400,Education,207000,37,Eligible,9900
27,Female,Single,Post Graduate,89000,Private,0,Mid-size,Own,0,1,0,0,9600,20800,11500.0,No,0,660,401200,150800,E-commerce Shopping,63000,9,Eligible,18840
38,Female,Married,Post Graduate,83800,Private,0,Large Indian,Own,0,5,0,0,4600,17100,8900.0,No,0,667,629200,359300,Education,73000,40,Eligible,23408
27,Male,Single,Professional,86800,Private,0,Large Indian,Own,0,3,10000,0,8000,23100,17000.0,No,0,696,73300,28300,Home Appliances,51000,14,Eligible,9184
32,Female,Single,Professional,82300,Private,8,Large Indian,Own,0,3,6100,0,6200,24300,16100.0,No,0,709,109600,64000,Home Appliances,68000,24,Eligible,11840
48,Male,Married,Graduate,61200,Self-employed,5,Startup,Own,0,3,3600,0,4300,16400,3700.0,No,0,675,454300,131200,Home Appliances,140000,26,Eligible,16434
48,Male,Married,Graduate,65900,Private,20,MNC,Rented,11400,3,8300,0,7400,17400,3400.0,No,0,739,187500,40500,Vehicle,228000,31,Eligible,9000
27,Male,Married,High School,63100,Private,1,Startup,Rented,19600,3,2900,0,9000,15600,6500.0,No,0,620,260200,52200,Personal Loan,55000,26,Eligible,3800
32,Female,Married,Graduate,6187,Private,4,Large Indian,Own,0,3,13400,0,11400,20700,10600.0,No,0,711,484900,132400,Vehicle,220000,34,Eligible,30900
32,Female,Single,Professional,83300,Self-employed,0,Large Indian,Own,0,2,9800,0,8500,18900,4200.0,No,0,664,117300,59500,Vehicle,293000,54,Eligible,15084
27,Male,Married,Graduate,113700,Self-employed,1,Large Indian,Own,0,3,0,0,11300,24100,16300.0,No,0,686,529500,249900,Vehicle,789000,67,Eligible,27900
32,Male,Married,Graduate,59700,Private,1,Large Indian,Own,0,3,0,5100,7300,17300,9400.0,No,0,688,405200,85300,E-commerce Shopping,92000,18,Eligible,11330
58,Female,Married,Graduate,40500,Self-employed,4,Large Indian,Own,0,3,0,0,5200,10500,4600.0,Yes,10400,612,194400,78700,E-commerce Shopping,34000,19,Eligible,2469
32,Male,Single,Post Graduate,68000,Private,0,Mid-size,Rented,16600,1,0,0,4000,10900,7500.0,No,0,640,220200,131700,Vehicle,324000,76,Eligible,9280
32,Male,Single,Post Graduate,40000,Private,3,Large Indian,Own,0,2,4300,0,3200,9400,7000.0,No,0,707,148300,79900,E-commerce Shopping,17000,5,Eligible,8050
48,Male,Married,Professional,59000,Private,0,Mid-size,Own,0,4,0,0,6700,9000,3100.0,No,0,678,354300,180300,Education,285000,37,Eligible,17688
32,Female,Single,Professional,51400,Private,2,Large Indian,Own,0,1,0,0,3000,9700,3000.0,No,0,708,293100,122700,Education,278000,24,Eligible,17850
48,Female,Married,Graduate,65200,Private,3,Large Indian,Own,0,4,0,0,6800,10200,4900.0,No,0,687,189300,108000,Home Appliances,299000,20,Eligible,21650
27,Female,Single,Post Graduate,60400,Private,1,Large Indian,Own,0,1,0,0,9000,18100,4400.0,Yes,14800,667,107700,46300,Home Appliances,26000,25,Eligible,3948
27,Female,Married,Graduate,43600,Private,0,Mid-size,Own,0,3,0,0,3000,11200,6600.0,No,0,668,291100,173500,Vehicle,82000,63,Eligible,10032
27,Male,Single,Professional,101300,Private,2,Small,Own,0,3,10300,0,5200,15200,10400.0,Yes,14000,655,496200,149200,Education,352000,48,Eligible,16170
27,Female,Married,High School,304586,Government,1,Mid-size,Own,13303,2,8800,0,4700,10500,4000.0,Yes,13500,746,207100,69400,E-commerce Shopping,13000,22,Eligible,5915
48,Male,Married,High School,58800,Private,2,MNC,Own,0,2,2900,0,3600,9900,6300.0,Yes,15400,685,0,99500,Vehicle,190000,84,Eligible,7245
32,Female,Married,Professional,59800,Private,1,Mid-size,Own,0,5,4900,0,3700,9200,8000.0,No,0,611,334500,95400,Home Appliances,47000,14,Eligible,13600
27,Male,Single,High School,61700,Private,0,MNC,Own,0,2,5800,0,6800,10700,9700.0,No,0,673,360200,123500,Home Appliances,283000,36,Eligible,11480
48,Female,Married,Graduate,45500,Government,0,MNC,Own,0,3,0,12100,2800,7600,8300.0,No,0,682,85700,49900,Personal Loan,53000,35,Eligible,5880
58,Male,Married,Post Graduate,37800,Private,28,MNC,Rented,8800,5,0,9700,3600,10200,2500.0,No,0,747,289900,111400,E-commerce Shopping,15000,21,Eligible,1650
58,Male,Married,Professional,58000,Private,25,Startup,Own,0,3,0,0,5500,13000,9100.0,No,0,738,353400,75400,Education,203000,37,Eligible,16720
38,Male,Married,Professional,98900,Government,2,MNC,Own,0,3,0,0,11000,24400,17500.0,No,0,718,263600,72300,Education,139000,46,Eligible,23000
48,Female,Married,Post Graduate,53900,Private,1,Mid-size,Own,0,2,2100,0,7500,13500,4500.0,No,0,696,229000,125900,Home Appliances,48000,25,Eligible,13150
32,Male,Married,High School,18700,Private,0,MNC,Own,0,4,0,0,1200,3300,3000.0,Yes,4200,680,57500,18300,Home Appliances,41000,31,Eligible,1960
38,Male,Married,Graduate,63100,Private,6,MNC,Own,0,4,3400,0,7200,15500,3600.0,No,0,699,389600,192000,Home Appliances,270000,33,Eligible,18370
32,Female,Single,Professional,27000,Private,0,Mid-size,Rented,4700,1,0,0,2200,6200,3800.0,No,0,669,100400,41200,E-commerce Shopping,43000,17,Eligible,4040
48,Female,Married,High School,30800,Government,3,Mid-size,Own,0,4,0,0,4000,6700,3400.0,No,0,696,120100,52000,E-commerce Shopping,13000,17,Eligible,9185
32,Male,Married,Professional,72200,Private,3,Mid-size,Own,0,3,0,10700,7900,12700,4600.0,No,0,0,76500,26800,Home Appliances,164000,20,Eligible,14520
48,Male,Married,Post Graduate,86700,Private,19,Large Indian,Own,0,4,12500,0,9500,20900,11700.0,No,0,683,275000,100000,E-commerce Shopping,127000,22,Eligible,16050
38,Female,Married,High School,54700,Private,5,Mid-size,Rented,10100,4,3600,0,6400,11800,5400.0,No,0,638,160800,62800,Education,108000,39,Eligible,6960
32,Male,Married,Professional,195200,Private,4,Small,Own,0,3,0,0,18700,36600,26800.0,No,0,732,1097700,343300,Home Appliances,234000,7,Eligible,56550
32,Male,Single,Graduate,56600,Private,3,Mid-size,Own,0,2,0,0,3000,15800,3800.0,No,0,607,134100,67100,Education,197000,42,Eligible,13600
58,Male,Married,Graduate,84100,Private,12,MNC,Own,0,3,0,0,5900,21200,5600.0,No,0,722,570900,241000,E-commerce Shopping,59000,5,Eligible,28270
48,Male,Married,Post Graduate,76300,Private,3,Large Indian,Own,0,3,14400,0,6300,16700,10700.0,Yes,15000,698,319300,183400,Education,85000,44,Eligible,4620
48,Male,Married,Professional,116600,Private,5,Startup,Own,0,4,6900,0,14200,30100,19400.0,No,0,719,192800,109700,Education,120000,17,Eligible,18400
58,Male,Single,Professional,86000,Private,36,Mid-size,Own,0,2,7600,13600,9500,19200,13500.0,No,0,655,94700,32400,Education,185000,38,Eligible,9040
32,Female,Single,Professional,86200,Private,3,Startup,Own,0,2,3100,0,10400,20000,10800.0,No,0,682,156200,78800,Personal Loan,354000,47,Eligible,16760
38,Male,Married,Post Graduate,52200,Private,4,MNC,Own,0,5,0,0,4400,9500,3700.0,No,0,587,223800,48100,Home Appliances,153000,28,Eligible,13840
32,Male,Married,Graduate,69800,Private,2,Large Indian,Rented,20000,4,0,0,8700,13200,6800.0,No,0,681,411800,211100,Home Appliances,48000,21,Eligible,10550
48,Male,Married,Graduate,44900,Private,5,Mid-size,Rented,8500,2,0,0,6200,10300,3400.0,No,0,740,209900,84600,Personal Loan,136000,50,Eligible,8250
48,Male,Married,Professional,107900,Government,0,Mid-size,Own,0,4,0,0,9100,29200,18100.0,Yes,11700,653,197900,56200,Personal Loan,230000,38,Eligible,11144
38,Female,Married,Post Graduate,79600,Private,0,Small,Own,0,3,0,0,6600,16300,11600.0,No,0,706,267900,136700,E-commerce Shopping,64000,15,Eligible,18040
32,Female,Married,Post Graduate,91600,Self-employed,1,Large Indian,Rented,20800,4,0,0,8000,17700,6300.0,No,0,699,70100,41700,E-commerce Shopping,52000,6,Eligible,13968
27,Male,Single,Graduate,63700,Private,0,Small,Own,0,3,0,0,4300,9600,5500.0,No,0,628,408800,116400,Personal Loan,223000,59,Eligible,15593
48,Male,Married,Graduate,64900,Private,1,Small,Own,0,3,9000,0,3500,15500,8600.0,No,0,561,53000,25800,Personal Loan,100000,25,Eligible,9056
32,Male,Single,Graduate,93100,Private,0,MNC,Rented,18500,1,0,0,8200,23400,9300.0,No,0,675,447800,248600,E-commerce Shopping,38000,13,Eligible,13480
32,Male,Single,Graduate,92400,Private,0,MNC,Own,0,1,0,0,7700,15900,8400.0,Yes,14000,660,269700,107400,E-commerce Shopping,98000,14,Eligible,12992
38,Male,Married,Graduate,34300,Private,5,Large Indian,Own,0,3,0,0,3000,9600,4500.0,No,0,663,22300,6500,Personal Loan,61000,48,Eligible,6880
27,Female,Single,Professional,64100,Private,0,Large Indian,Own,0,2,0,14300,9000,12400,6900.0,No,0,704,98300,37500,Home Appliances,131000,27,Eligible,6880
38,Male,Married,Graduate,119100,Private,5,Large Indian,Own,0,4,0,0,14000,18500,17900.0,No,0,681,91200,34100,Education,208000,8,Eligible,27480
48,Male,Married,Professional,35700,Private,13,Small,Own,0,5,0,0,1800,6500,6500.0,No,0,672,184900,44900,Home Appliances,159000,35,Eligible,10450
32,Male,Married,Graduate,46300,Private,3,Startup,Rented,9000,5,8100,0,3600,7700,4200.0,No,0,627,166200,53600,E-commerce Shopping,21000,6,Eligible,5480
58,Male,Married,Post Graduate,54600,Private,0,MNC,Own,0,3,0,0,4000,10800,9000.0,No,0,688,352600,130900,Home Appliances,99000,18,Eligible,13552
27,Male,Single,Graduate,47400,Private,1,Mid-size,Own,0,1,0,0,6500,11500,6400.0,No,0,619,314600,95400,E-commerce Shopping,15000,23,Eligible,10120
48,Female,Married,Graduate,47900,Private,6,MNC,Own,0,3,0,0,2500,7900,3800.0,No,0,734,267300,129800,Personal Loan,122000,26,Eligible,16850
48,Female,Married,Graduate,72000,Private,0,Mid-size,Own,0,5,3900,0,3900,15900,14300.0,No,0,713,242700,136500,E-commerce Shopping,67000,8,Eligible,13600
32,Male,Single,Professional,64200,Private,3,MNC,Rented,20100,2,4000,0,3400,14200,4000.0,No,0,675,372700,137800,Personal Loan,178000,44,Eligible,9250
32,Male,Single,Graduate,6396,Government,10,Mid-size,Rented,9500,1,0,0,4200,10600,5600.0,No,0,668,251900,83400,E-commerce Shopping,10000,12,Eligible,3932
58,Female,Married,Graduate,78700,Private,2,MNC,Own,0,4,4300,0,7000,18300,9500.0,No,0,664,161600,67500,E-commerce Shopping,40000,4,Eligible,19800
38,Female,Married,Post Graduate,7866,Government,6,MNC,Own,0,2,11500,0,5500,12400,11900.0,No,0,687,133100,77600,Education,246000,30,Eligible,14652
48,Male,Married,Graduate,61600,Private,2,MNC,Own,0,3,0,0,7000,13600,4800.0,Yes,9700,606,443300,192700,Personal Loan,192000,41,Eligible,8162
38,Female,Married,Graduate,101600,Private,0,Large Indian,Own,0,5,0,0,15100,24200,11400.0,No,0,588,614700,215700,Personal Loan,419000,51,Eligible,17916
32,Female,Single,Post Graduate,48600,Government,6,MNC,Own,0,2,0,0,4500,8800,9100.0,No,0,681,334500,73700,Personal Loan,274000,45,Eligible,15851
32,Female,Married,Post Graduate,43000,Private,3,Mid-size,Own,0,3,4300,0,3100,6700,3100.0,No,0,650,121200,72200,Education,98000,46,Eligible,12900
32,Male,Single,Professional,30000,Government,3,Mid-size,Own,0,2,0,0,3900,6400,5400.0,Yes,5900,610,221500,86700,Education,72000,34,Eligible,2845
48,Male,Married,Graduate,36300,Private,6,Large Indian,Own,0,3,11800,0,2200,5800,2200.0,No,0,680,146000,52700,Vehicle,242000,82,Eligible,7150
48,Male,Married,Post Graduate,128600,Private,10,Large Indian,Rented,34400,2,2100,0,16600,32900,10700.0,Yes,16700,724,184100,87500,E-commerce Shopping,21000,7,Eligible,4256
38,Female,Married,Graduate,63600,Private,2,MNC,Own,0,3,0,0,4800,18600,7500.0,No,0,688,384400,101500,Home Appliances,40000,25,Eligible,17985
32,Male,Married,Graduate,80300,Private,1,Small,Own,0,5,0,0,5900,19300,7800.0,No,0,605,295400,77000,Personal Loan,115000,25,Eligible,18920
38,Male,Married,Graduate,90000,Private,16,Startup,Own,0,5,0,0,8200,25500,10100.0,No,0,742,153400,71400,Personal Loan,336000,39,Eligible,18480
32,Male,Married,Graduate,55100,Private,0,Mid-size,Own,0,3,12600,0,5800,9400,5800.0,No,0,661,285100,61800,Vehicle,150000,49,Eligible,8600
48,Male,Married,Professional,62400,Private,4,Large Indian,Rented,12800,3,0,0,3300,12800,8500.0,No,0,685,454600,155000,Education,281000,36,Eligible,13750
38,Female,Married,Post Graduate,428490,Private,1,Large Indian,Own,0,4,11300,0,12900,21100,18300.0,No,0,731,511700,110500,Vehicle,450000,37,Eligible,21600
48,Female,Married,Graduate,73800,Private,4,Startup,Own,0,3,0,23800,6200,14400,12900.0,No,0,705,498800,298700,E-commerce Shopping,103000,19,Eligible,9075
32,Female,Married,Post Graduate,202200,Self-employed,0,Startup,Own,0,3,2600,0,20000,51800,27500.0,Yes,39800,743,313300,150700,Education,172000,23,Eligible,15246
27,Female,Single,Post Graduate,62900,Private,1,Large Indian,Own,0,1,0,0,3800,10600,10300.0,Yes,15000,673,41900,15700,Vehicle,241000,76,Eligible,6496
38,Male,Single,Professional,82100,Private,16,Large Indian,Own,0,2,0,10800,11900,22500,13100.0,No,0,700,566500,191000,E-commerce Shopping,137000,21,Eligible,13090
32,Female,Married,Post Graduate,58200,Private,2,Mid-size,Own,0,2,0,0,8400,10000,6900.0,No,0,749,146700,55700,Vehicle,388000,72,Eligible,16450
58,Female,Married,High School,54300,Private,3,Small,Own,0,2,0,0,7900,9300,5300.0,No,0,727,116500,40500,Education,408000,42,Eligible,15900
38,Female,Married,Post Graduate,60000,Private,0,Mid-size,Rented,9300,4,0,0,4700,10700,5600.0,No,0,714,220500,98400,E-commerce Shopping,116000,24,Eligible,11880
58,Female,Married,Professional,76800,Government,23,Mid-size,Own,0,3,9800,10600,9600,17700,14700.0,Yes,11200,710,436400,109900,E-commerce Shopping,14000,24,Eligible,1232
32,Female,Single,Graduate,84300,Self-employed,3,MNC,Rented,14800,1,0,0,4600,22200,14900.0,No,0,708,348600,136500,Home Appliances,123000,29,Eligible,12510
31,Female,Single,Graduate,30504,Private,10,Large Indian,Own,0,1,0,0,3100,7100,3700.0,No,0,702,57900,13600,E-commerce Shopping,105000,20,Eligible,6480
38,Male,Married,Post Graduate,99400,Private,15,Startup,Own,0,3,0,0,9700,22200,6000.0,No,0,707,311600,141000,Vehicle,176000,52,Eligible,30750
48,Male,Married,Graduate,76600,Private,3,Large Indian,Own,0,4,13600,0,10100,21100,5200.0,No,0,636,363500,103600,Personal Loan,70000,19,Eligible,10640
48,Female,Married,Post Graduate,82700,Self-employed,10,Mid-size,Own,0,2,2800,0,8200,23500,12000.0,No,0,702,272600,66700,Home Appliances,219000,21,Eligible,16290
38,Female,Married,Graduate,18011,Government,3,Mid-size,Own,0,2,4600,0,1000,4300,3000.0,Yes,2400,695,123900,56000,Home Appliances,55000,35,Eligible,1990
48,Female,Married,Graduate,91300,Private,8,Mid-size,Own,0,3,12600,0,6400,25000,13300.0,No,0,682,517200,146200,Vehicle,366000,51,Eligible,17000
38,Male,Married,Graduate,29300,Government,12,MNC,Own,0,5,0,0,2000,6700,2200.0,No,0,664,154000,71000,Education,254000,30,Eligible,10120
48,Male,Single,High School,34900,Self-employed,1,Large Indian,Own,0,1,0,0,2300,10300,4400.0,No,0,655,273200,134400,E-commerce Shopping,22000,16,Eligible,8860
32,Male,Married,Post Graduate,75800,Private,2,Mid-size,Own,0,3,11800,0,10300,13500,13800.0,No,0,704,593800,132500,E-commerce Shopping,132000,20,Eligible,14520
32,Male,Married,Professional,81800,Private,2,Startup,Own,0,3,10400,0,8300,13300,8200.0,No,0,724,626700,191900,Education,494000,46,Eligible,22880
48,Male,Married,Post Graduate,48100,Government,2,Large Indian,Own,0,3,3900,0,4200,10000,6900.0,No,0,674,287200,135200,E-commerce Shopping,187000,20,Eligible,11550
58,Male,Married,High School,58500,Private,3,Large Indian,Own,0,3,7600,10500,7500,14600,9500.0,No,0,650,192200,94000,Home Appliances,78000,30,Eligible,4400
58,Male,Married,Post Graduate,65100,Private,1,Large Indian,Own,0,2,0,0,5700,18700,3600.0,Yes,15200,650,497200,161600,Education,114000,19,Eligible,8431
38,Female,Married,Graduate,52100,Private,2,Large Indian,Own,0,3,6400,0,7000,13300,8600.0,No,0,659,335400,89000,E-commerce Shopping,127000,18,Eligible,9240
48,Female,Single,Graduate,38400,Self-employed,15,Startup,Rented,12700,1,0,0,2600,10100,2800.0,No,0,651,272100,109600,Personal Loan,116000,32,Eligible,5049
32,Male,Married,Graduate,72500,Private,4,MNC,Own,0,2,4300,0,6800,16100,5300.0,No,0,672,403300,207400,Education,135000,39,Eligible,20000
38,Male,Married,Post Graduate,50700,Private,9,MNC,Own,0,3,0,0,6200,12600,2900.0,No,0,746,261500,78200,Home Appliances,89000,14,Eligible,14500
48,Male,Married,Graduate,74900,Private,5,MNC,Rented,11900,4,0,0,4300,19000,5000.0,No,0,603,245900,81900,Vehicle,226000,66,Eligible,13880
32,Male,Married,Graduate,75700,Private,6,Large Indian,Own,0,4,3900,0,4000,13700,13700.0,No,0,745,579000,159900,Home Appliances,156000,10,Eligible,22220
32,Male,Married,Graduate,74600,Private,9,Mid-size,Own,0,4,0,0,9400,18700,6700.0,No,0,691,241300,118500,E-commerce Shopping,34000,10,Eligible,19900
32,Male,Married,Graduate,22900,Private,8,Mid-size,Own,0,4,0,0,1800,3500,4300.0,Yes,5900,631,41500,23600,E-commerce Shopping,23000,23,Eligible,1657
48,Male,Married,Graduate,90800,Government,6,Mid-size,Own,0,4,5900,19100,6900,27100,7800.0,No,0,739,464500,188900,E-commerce Shopping,34000,14,Eligible,13200
38,Male,Married,Post Graduate,47000,Private,3,Large Indian,Own,0,4,0,0,4000,8100,7800.0,No,0,711,375300,104700,Education,329000,41,Eligible,14905
48,Female,Married,Professional,80700,Private,2,MNC,Own,0,3,11100,0,11900,12500,4700.0,Yes,19700,629,0,81400,Home Appliances,43000,16,Eligible,5824
58,Male,Married,Graduate,44600,Self-employed,7,Large Indian,Rented,14000,4,0,0,2700,11100,6000.0,No,0,647,93600,53100,Education,64000,21,Eligible,3888
48,Male,Married,Graduate,89000,Self-employed,14,Startup,Rented,18600,2,0,0,12600,21800,9500.0,No,0,743,181800,62500,Home Appliances,43000,36,Eligible,11925
58,Female,Single,High School,25800,Private,6,MNC,Own,0,2,0,0,1800,4800,2500.0,No,0,701,32200,11700,Home Appliances,51000,12,Eligible,6680
32,Male,Married,Post Graduate,82000,Private,1,Mid-size,Own,0,4,7300,0,5100,14900,9400.0,Yes,23400,691,614100,226500,E-commerce Shopping,73000,22,Eligible,8431
32,Male,Married,Post Graduate,10755,Private,0,Large Indian,Own,0,4,0,18500,5600,14500,4800.0,Yes,7400,668,112700,55600,Home Appliances,28000,35,Eligible,1456
38,Female,Married,Professional,107000,Private,4,Large Indian,Own,0,4,0,0,10900,31100,10900.0,Yes,17400,621,569600,209000,E-commerce Shopping,74000,13,Eligible,10276
48,Male,Married,Post Graduate,118300,Private,15,Startup,Rented,26600,2,2700,6800,6300,21600,18900.0,Yes,21900,745,925400,477700,Home Appliances,33000,17,Eligible,5197
48,Female,Married,Post Graduate,49900,Private,1,MNC,Own,0,3,4200,0,7200,14500,7800.0,No,0,728,155200,60700,Education,146000,22,Eligible,8100
32,Female,Single,Professional,91400,Private,0,Mid-size,Own,0,2,9100,0,8000,13800,8000.0,No,0,710,506700,230000,Home Appliances,92000,27,Eligible,21000
